sentimen_avg,volume_komentar,rasio_negatif,volatilitas_sentimen,lag_sentimen,Label
-0.3968253968253968,252,0.5079365079365079,0.17010755560679947,-0.4496124031007752,1
-0.5178571428571429,56,0.6785714285714286,0.15050130381014803,-0.4069767441860465,0
-0.5454545454545454,22,0.7272727272727273,0.07329413446716197,-0.5178571428571429,0
-0.30434782608695654,23,0.6086956521739131,0.13195977613272694,-0.5454545454545454,0
-1.0,10,1.0,0.35324117527124876,-0.30434782608695654,1
-0.42857142857142855,7,0.5714285714285714,0.3710107956041759,-1.0,0
-0.4,10,0.6,0.30334215154730765,-1.0,0
