Tanggal,Komentar
2026-06-21,"Eksekutif dan Legislatif memang bekerjasama menghabiskan Anggaran Negara. Seharusnya DPR RI mengevaluasi penggunaan anggaran negara begitu besar oleh Pemerintah Prabowo terutama Program MBG yang menelan biaya begitu besar. DPR selain sebagai lembaga pembuat UU, juga penganggaran sampai pengawasan tidak menjalankan tugas dan ikut berkomplot dengan pemerintah. Banyak kesalahan dari kinerja dan kebijakan pemerintah yang salah kaprah dan banyak menyisakan masalah dalam penggunaan APBN yang terlalu boros malah DPR hanya diam. DPR seperti tidak ada fungsinya, sudah saatnya DPR dibubarkan seperti di Jepang. Pemerintah Prabowo sama buruknya seperti rezim Jokowi."
2026-06-21,"Kemaren ramal juli dollar 22000, ini sudah mau juli Apa dirubah lagi ramalannya om gomloh"
2026-06-21,Percuma ngingetin presiden yg ngitung 1 +1= 11
2026-06-21,"30% masyrakat sudah di atur untuk pemenang 2029 nanti tinggal nyari 20% bahkan lebih untuk memenangkannya nanti. Mentri, DPR, Hukum, Coklat, Ijo, sudah di kondisikan. Sisanya tinggal bawahannya saja yg tinggal digiring untuk ikut memilihnya, termasuk buzzer. 😂😂😂"
2026-06-21,Antek antek Soros bikin gaduh ajah anjimg
2026-06-21,Jangan bawa bawa rakyat anjing segala sesuatu mengatasnamakan rakyat yang mana rakyat golonganmu kali tak ingin Indonesia maju udah koplok sebut ajah rakyat gilonganmu
2026-06-21,Bacot pada gede prediksi kaya paling pintar kaya peramal
2026-06-21,"Youtuber goblok,mengundang orang goblok"
2026-06-21,"mbah ferri dukun tukang ramal, ramalan nya ngawur cuma nakut2i saja momong cucu saja mbah"
2026-06-21,IKN ?
2026-06-21,Secara Jujur aku suka pandangan Prof ferry ni mantap dan intelligent orang nya pandangan saya dari Mysia
2026-06-21,"Asing beli Obligasi Danantara, menunjukkan analisa ekinom yg mengatakan asing tak percaya Indonesia adalah keliru. MBG ? Salam pertumbuhan eko 5,6℅ dimana-mana orang belanja dan berwisata, staycation saat libur nasional dan cuti bersama. Teiori Efek lipstik ? Apakan semua tukang lipstik cuan ketika terjadi krisis saat itu ? Tidak, ada juga tukang lipstik yg rugi ! Dengsn sendiri nya Teori Efek lipstik terbantahkan !. Cuma Asumsi yg tak berdasar, cuma opini, cuma kebetulan lalu tukang lipstik berfatwa keliru. Dan menyesatkan !"
2026-06-21,Antek asing ini orang
2026-06-21,Cocote antek Singapura
2026-06-21,"Kalau MBG dan KDMP tidak dihentikan jangan harap rupiah menguat, malah bisa tembus 25 rb."
2026-06-21,Hhaaaa prettt ternyata analisa anda Salahhhh Belajar lagi yaaaa hhhiii Gimana faktanya sekarang ??
2026-06-21,Prof kardus😂
2026-06-21,WOWO OTAKNYA KOSONG
2026-06-21,Siapa yang salah ???
2026-06-21,Komen Taek banyak halusinasi.
2026-06-21,Ni orang dari planet mana yah 🤣
2026-06-21,Suruh dia jadi menteri keuangan 🤣
2026-06-21,Sayang org2 tulus seperti pak Samad dan Pak Feri ini sulit utk memimpin/mengambil kebijakan di republik ini. Artinya begitu begundalnya sistem dan elit² di republik ini.
2026-06-21,Pesimis amat sih.
2026-06-21,"Si omon omon goblok,bin tolol bin bego😊😊😊😊"
2026-06-21,Pokoknya wowo pidato jangan didengerin Omdo rakyat susah gak didengar 😂
2026-06-21,Salam metal Bung Ferry. Sehat selalu Bung Ferry
2026-06-21,BAMYAL TEORI DAN BANYAK OMONG
2026-06-21,Programnya bagus org2 lingkaran kekuasaan bermain memperkaya diri perlu undang hukum mati para koroptor
2026-06-21,Rupee Rupiah 😂😂😂
2026-06-21,"Ok kita catet ini jejak digital ini aki-aki, bener gak Rupiah jadi 25 ribu di semester 2 nanti. atau malah yg ada kebalikannya balik lagi ke 16rb-an. kita objektif aja lah sesuai keadaan, bukan soal si aki ini begini begitu liat aja semester dua nanti."
2026-06-21,Rakyat berteriak sampai kapan pun nggak akan didengar karena pemerintah sudah congek hatinya bukan lagi telinganya
2026-06-21,Yaa kalo bisaaa Rupiah 75 000
2026-06-21,Jujur dan kritis di bilang agen Sosro 😂😂 Prabowo tidak punya kapasitas memimpin negara
2026-06-21,Biarin aja lah jebol sekalian dari pada terus sakit sakitan rakyat menderita trs
2026-06-21,"POKOKE TENANG BAE,"
2026-06-21,"NGGAK MUNGKIN DOLAR 25 RIBU, WES TO,"
2026-06-21,Mayat hidupv sedang di puja puja😂
2026-06-21,"Bi rate naik terus bikin cicilan KPR,kendaraan dll naik prabego harus turun"
2026-06-21,"ini pertalite bklan naik, solar sybsidi jg naik, tdl listrik naik pjak naik, tpi rupiah hancur, pmerintah ga becus trunkan smua kabinet bobrok, korup aj bisanya, NEPALKAN semua eksekutif r1-ri2 trunkan smua , kabinet bubarkan"
2026-06-21,"kalo mbg terus di pksa, trunkan pksa prabowo sgera!!!"
2026-06-21,MBG jelas program Maling Bersama Gerandong untuk logistik pilpres 2029
2026-06-21,Yah yang begini di kasih panggung 🍆🍆
2026-06-21,Paten pemerintah hrs lakukan penataan ulang aturan perundangan sedemikian sehingga betul² dpt menuntun seluruh bangsa menjadi entitas yg MAKIN &amp; makin BERADAB. Gugurkan UU &amp; aturan² berbau taylor-made. Tegakkan supremasi hukum. Arahkan gerak langkah negara sesuai skala prioritas yg senyatanya dibutuhkan rakyat jelata. Hilangkan pengaruh oligarki. Berantas habis korupsi kolusi nepotisme dinasti. Debirokratisasi total &amp; permanen. Berlakukan zero tolerance code of conduct di kalangan aparat. Permudah investasi asing. Permudah ijin usaha. Berantas habis pungli. Musnahkan premanisme. Stop MBG. Stop KDMP. Stop pajak berganda. Stop danantara.
2026-06-21,"Oh ya, rakyat teriak2 tapi demo anarkisnya mana ya? Apa gk di bayar? Apa yg membayar itu pihak tertentu yg suka main kotor aja?"
2026-06-21,"Akar permasalahannya adalah market internasional gk yakin dgn pimpinan kita. This is what happens when you vote for the wrong person to run the country. And let me say this now, im sure there are national assets being traded for cheap now. Jgn heran negara kita pny asset di beli oleh asing. Thats probably what is playing out."
2026-06-21,Drpd MBG lbih baik bikin ribuan pabrik dari dana 350 triliun tsb
2026-06-21,"Bodo amat krn kalian jg dak mau bergerak reformasi total , kalian semua sdh dibius dngn omon2 dan nasi kucing 100 rb per bungkus😅😅😅"
2026-06-20,"Kalo saya dari awal Sri Mulyani lengser datang nya pak Purbaya terlalu di up oleh buzzer pemerintah, terlihat seperti superhero padahal kerja aja belum sewaktu menggantikan. Berarti buzzer nya cerdas diberbagai media sosial meng up pak Purbaya tanpa terlihat kinerja nya dlu. Dan akhirnya bener Saya lebih suka RG bilang hanya kasir juga prof Ferry latuhuhin 👍 Maaf ye pak Pur gw meski jujur 🙏 Indonesia netizen nya meski cerdas ,jangan cuma viral kebawa bawa"
2026-06-20,Purbaya kata.&#39;Jangan report ekonomi kita masih kuat dong
2026-06-20,"Kalo dana segar danantara hasil jualan bond dari luar negeri masu indo, bisa tuh melemahkan usd… Dollar ngacir ke 25k, jadi terasa ngibul😅"
2026-06-20,"Gpp rakyat melarat asal para pemimpinnya kaya raya,"
2026-06-20,Its coming again next months after a brieft rupiah rest.
2026-06-20,Prabowo paling ditololin anak buah semua itu udah pake skenario mbg dan lain lain hancurin DiA sendiri Prabowo Akan diminta mundur kemudian Gibran naik. Tim ekonomi itu orng jokowi amoe menkeu dan seskab kasihan presiden Sgt polos percaya anak buah. Dia akan hancur memalukan Nama Nya dna keluarganya
2026-06-20,"Kalau prabowo pintar bikin Tim ekonomi baru masih handalin bekas orng jokowi sedangkan kalau presiden mundur pasti anak jokowi naik jadi presiden dgn hentikan MBG. Memang presiden paling bodoh,dihancurin ama anak buah. TDK ngerti Gibran bakalan naik jadi presiden."
2026-06-20,Prabowo pasti dipaksamundur ama Gibran naik Udahlah begitu cerita Krn si prabowo Tolol dijebak ama Tim bekas jokowi kasihan memang presiden ditololin anak buah
2026-06-20,Hancur Krn tdk becus pimpinN
2026-06-20,Bersabarlah 2029 Ingat JGN milih presiden sprt itu
2026-06-20,Nyalpres berkali2 kalah sekalinya jadi ya begini balikin modal yg hilang soal rakyat mau miskin mau mati gak penting
2026-06-20,Chatib basri pak bukan Chatib Bisri menit 33 : 30
2026-06-20,"Ganti Pemimpin pemimpin yg tidak memakmurkan Negara ,tapi malah menghancuurkan Negara kita !! Berarti Pemimpin yg TDK becuuus yg TDK layak di pertahankan Harus di gantikan Pemimpin yg bisa memajukan Negara kita bukan yg bisanya .hanya membangkrutkan Negara !! Rakyat mengumpul kan Pajak untuk menjaga Negara tetap tegak ,tapi pemimpin kita .nampak nya tidak amanah dlm menjalankan kebijakan !!"
2026-06-20,"Kenapa sih MBG itu tetap diadakan dan usulan redenominasi rupiah malah hilang tidak dijalankan Karena MBG, ada indikasi digunakan untuk mencuci uang gelap hasil korupsi sebelumnya Para koruptor pasti masih simpan uang panas hasil korupsi yang diluar sistem perbankan . Maka agar uang itu bisa segera clear maka dicuci lewat kegiatan MBG tiap tiap dapur Mereka pakai uang cash /uang gelap dulu, lalu setelah jalan mereka klaim ke negara biaya kerja, lalu dibayar lewat transfer bank Akhirnya uang bersih masuk ke data bank Coba cek Apakah semua pekerja di dapur SPPG pembayaran gajinya pakai transfer bank ? Pasti bayarnya mereka pakai CASH agar tidak terlacak di sistem keuangan dan perpajakan dan ketenagakerjaan Dan juga mekanisme pembelian bahan bahan serta alat dapur juga dikaburkan dengan pembayaran secara cash Padahal dengan REDENOMINASI rupiah / negara terbitkan Cetak uang baru dan dalam waktu 30 hari semua rakyat wajib menukarkan uang lama mereka ke bank indonesia lalu uang barunya wajib dikirim lewat transfer bank ke rekening yang namanya sesuai dengan yang melakukan penukaran Dan dalam kurun waktu 1 tahun juga lakukan pembatasan pembelian dan penjualan Valas /Emas/Properti/Tanah Dan ganti sistem di semua ATM selama setahun batas penarikan uang tunai baru 1juta /hari /akun bank Kalau ingin nominal besar untuk melakukan pembayaran jual beli wajib menggunakan layanan transfer lewat Perbankan Dijamin jika dilakukan akan keluar semua borok koruptor Dan uang korupsi gelap mereka gak akan berlaku lagi dan bakal jadi bungkus kertas Tapi jika ada koruptor yang berasal dari Pejabat/ASN/APH/ Politisi/DPR ingin mengaku dan menukarkan uang korupsi meraka agar masuk sistem bank Boleh saja asal 70% disita negara dan sisanya 30% bisa diputihkan tapi harus masuk ke rekening mereka langsung Setelah itu mereka wajib mundur dari jabatan dengan tanpa uang pensiun Atau jika tidak mundur bersedia dituntut di pengadilan karena kejahatan korupsi karena sudah melanggar sumpah jabatan dan menipu soal data LHKP yang uangnya dari korupsi"
2026-06-20,Embege kejar tayang seperti makan jenang panas
2026-06-20,ya diliat saja nanti betul apa zonk analisa anda
2026-06-20,"ini nih yangsenang sell indonesia,danantara di takuti banget yang takut jelas antek singapur"
2026-06-20,Masuk Surga Jalur WNI
2026-06-20,Jangan percaya kepada si FERY LATUHIHIN SI MUKA NARKOBA otaknya nggak waraasss. Dia nggak mungkin berpikir untuk kesejahteraan bangsa. Cuma mikir yang mbayar dia sajaaaa Preett cuuiiiihhh. 👎👎🤧🤧👊👊👊🐥🐥🐸🐸🐀🐀🐒🐒🤪🤪
2026-06-20,"Org ini asli org brengsek, laknat ds asli perusak negara. Pengamat snjing"
2026-06-20,orang ini pesimis terus omongannya dan ga pernah terbukti omon2 aja kita berdoa supaya negara kita baik2 saja
2026-06-20,Anjing Soros
2026-06-20,Program bencana atau sengaja kali biar bangsa ini bubar sperti kata pak gemuk itu
2026-06-20,"Ferry ini samalah dgn samad orang2 tersingkir, semangat y berjuang terus utk konoha ke depan😅"
2026-06-20,Pengamat apa sih ne
2026-06-20,banyak pasukin mbg yg komen
2026-06-20,kan mereka yang bilang kita ga perlu asing ya udah amah to
2026-06-20,Tutup MBG Ganti pendidikan gratis sampai S1
2026-06-20,"Kita kan negara besar ? Banyak negara luar nambang disini. Bisa gak jangan lagi rupiah mengambang terhadap dollar. Intervensi aja $1 = 7.000,- BI, Pemerentah &amp; Perum Peruri punya siapa sih ?? Gak gedeg apa,, rakyat ngeluh ekonomi dmn2"
2026-06-20,"Ini orang Papandusta, termasuk kaki tangan asing yg terus membangun opini negatif terhadap pemerintahan saat ini,,,"
2026-06-20,Siapkan cangkul kalian tanam apa yang bisa di makann bentar lagi negara kita akan bangkrut
2026-06-20,"Pak Prof, bgm kalau Janji Kampanye ga bisa dilanggar prof. Apakah ahli Ekonomi spt bpk dianggap oposisi kali pak."
2026-06-20,"semua prediksi prof. Ferry, terbukti, sehat2 terus prof Ferry, jangan berhenti edukasi masyarakat"
2026-06-20,"Kami orang desa tidak masalah rupiah 30 ribu per dolar,karena kami orang desa tidak pakai dolar bung"
2026-06-20,Kita bodoh mmg memilih pemimpin. Tertipu dgn kegigihan niatnya mnjd presiden. Dikira berambisi membangun negara. Ternyata sebaliknya. Menyedihkan. Smg Bertobat pemimpin kita.
2026-06-20,Pengamat bangsat
2026-06-20,"Ternyata Banyak yang Ketakutan dengan Mega Proyek DANANTARA, KDMP, dan MBG Kalau Masalah Bancakan, justru Megaproyek Infrastruktur dan Penjualan SDA Indonesia Korupsinya Luar Biasa Hanya saja Tidak Muncul ke Permukaan"
2026-06-20,"Masuk akal. Program MBG &amp; KMP sangat boros anggaran APBN. Indonesia akan masuk kejurang paling dalam, lebih baik prabowo-gibran mundur dengan hormat."
2026-06-20,Saya tidak percaya jika rupiah akan sampai ke 25ribu per USD. Tetapi MBG harus dihilangkan dan dihapuskan itu betul karena banyak korupsi disana.
2026-06-20,buruk indonesia
2026-06-20,"Melemah salah, rupiah menguat salah, kumaha sih prof. Lieur."
2026-06-20,Bubarkan MBG
2026-06-20,"Saya heran,jalan sederhana tak pakai,jalan yg penuh Korupsi dilakukan."
2026-06-20,"Ya Allah, smg ekonomi negeri kami bisa berangsur membaik dan rakyat kecil bisa hidup normal kembali"
2026-06-20,"Paja ko juo nan di danga, analisa ee acok salah"
2026-06-20,AH RAMALAN LOE SALAH BESAR BUKAN PENGAMAT LOE MANA BUKTINYA LOE KALAH SAMA PURBAYA RUPIAH MENGUAT IHSG NAIK BBM STABIL INDONESIA AMAN2 SAJA MANA ANCAMAN LOE
2026-06-20,"Pak Samad, kemarin professor abal abal ini bilang dollar ke 25 rb di bulan Juni. Skrg berubah lagi. Suruh mandi dulu dech"
2026-06-20,"3 root of evil. danantara, mbg, kopdes. congratz pak wowok"
2026-06-20,Ambruk apanya ?Saya merasa biasa saja
2026-06-20,"MBG jalan gk pa2 ,,saya dukung cuman kalau bisa pakai dana pribadi pak prabowo,,,, jgn ambil dari APBN"
2026-06-20,Sopir angkot suruh bawa kereta api ancurlahh 😅😅
2026-06-20,Gasss terusss
2026-06-20,Bubarkan program yg menghamburkan APBN
2026-06-20,Yah kita positif aja paling tidak usaha pemerintah menghilangkan benalu negara agak memberikan hasil.
2026-06-20,Pemerintah setiap pebentukan lembaga baru indentik dengan peternakan koruptor menjadi ladang korupsi
2026-06-20,"Orang kaya tdk mau shodaqoh itu wajar. Pelit namanya. Orang kaya melarang shodaqoh ,itu makar😂😂😂😂. Orang yg tdk setuju gol kaya ,menengah dan perkotaan ,😅😅😅😅 Orang kaya kaya di indonesia ini pd berbuat apa , ?jualan lidah."
2026-06-20,Wahai prabowo!! Dendam apa kau pada negri ini?
2026-06-20,Tua bangka mau mati sibuk menebar ketakutan naruh gigi palsu aja udah lupa dimana sok2an ngomong politik 😂😂
2026-06-20,Wah bangke ini orang sudah jadi antek Asing &amp; Aseng menebar ketakutan dan pesimisme. Gak punya jabatan kalah sama Purbaya ngomong nya asal aja.
2026-06-20,Belum tentu •••
2026-06-20,"Ya biar saja, kan pilihan rakyat begitu."
2026-06-20,lebih percaya Prof Ferry ini daripada Prof Prof sebelah yang membela pemerintah
2026-06-20,"Dh tuo,, baik tidur je"
2026-06-20,Ini orang kompor 😂😂
2026-06-20,Profesor palsu kok didengar?????
2026-06-20,"Apakah 2008 masuk jilid 2? Energi tambah tinggi, perut lapar, program tinja ttp jln, kopdes, danantara, ekspor 1 pintu, koruptor sampai pelosok desa, nggak ada harapan lgi presiden sekarang 🎉🎉🎉🎉"
2026-06-20,Wowo mana ngerti urusan beginian. Otaknya ga nyampe. Penjumlahan aja salah.
2026-06-20,BETUL BEM &quot;TIYO&quot; YG KERAS DG MBG:MALING BERKEDOK GIZI.
2026-06-20,Wajar klo dikudeta!!!!!
2026-06-20,Ternyata yg potensial bikin Indonesia bubar tidak lain tidak bukan ya pimpinannya sendiri 😂
2026-06-20,"Presiden PRABOROS , harusnya ekonomi NYENTRIK ini dijadikan penasehat ekonomi dong !! Krn ekonomi nyentrik ini ngomongannya bener dan prediksinya selama ini bener terus. Ngapain PRABOROS percaya sama ekonom yg Abal Abal dan omongannya ngak ada buktinya ?? !!"
2026-06-20,"Ini agen nya joz Soros pasti,,,😂"
2026-06-20,Seperti orba jilid 2 Gen z jadi tau gimana dulu rasanya jaman orba jilid 1
2026-06-20,"Udah tua,,tak usah provokator bos,, Gak dapat jatah posisi makanya kompor terus ini orang"
2026-06-20,Cut pSpending is better than the others
2026-06-20,Ro ro dan Gibran hrs sgera di turunkan sblm TRLAMBAT. Ingat itu rakyat Konoha ya
2026-06-20,Pelaksana &amp; pengawas Podo malinge
2026-06-20,ini orang nggak punya ilmu bacotnya doang kor kor nggak jelas penu pesimosme otak kosong dia bukan vinta nkri tapi pembuat bualan semata
2026-06-20,Support pemerintahan koruptor say no
2026-06-20,Buzer2 pendukung pemerintah nongol wkwk
2026-06-20,"Rakyat dan Mahasiswa harus meminta Wowo dan Fufufafa turun agar ada perbaikan ekonomi. Tidak ada gunanya lulus Kuliah karena lapangan pekerjaan hanya untuk Koperasi merah putih, MBG, yang levelnya hanya pekerja sosial. Kemudian jadi buzler rexim muliono dan Omon omon, kuli Parpol itu juga harus pintar menjilat. Kalau tidak OMoN OMOn harus bubarkan MBG, Koperasi Desa, Danantara, Sekolah rakyat, hentikan pembiayaan IKN, periksa muliono dan luhut, Batalkan UU Polri. MARI KITA BANGUN INDUSTRI DAN TEKNOLOGI PERTANIAN DENGAN KONSEP MEMPRIORITASKAN SUMBER DAYA NASIONAL DENGAN HUKUM YANG JELAS. BUBARKAN ORMAS ORMAS PREMAN. Bukan ala investasi China yang tidak berguna untuk rakyat."
2026-06-20,"Pemerintah tuli,"
2026-06-20,"Harusnya Prabowo dan Gibran harus segera di lengser sekarang kalau tidak negara pasti dapat bencana, terus periksa Jokowi dan antek-anteknya BANGSA INI BANGSA PENAKUT"
2026-06-19,"Indonesia Maju, rakyat sejahtera"
2026-06-19,Mari kita rapatkan barisan dan jauhi dari manusia2 bayaran antek asing
2026-06-19,Kita Dukung Presiden Prabowo memajukan NKRI
2026-06-19,Fondasi pemiskinan rakyat yg dirancang &amp; dieksekusi mulyono selanjutnya difinalisasi sekarang
2026-06-19,"Suka sama cara pemerintah prioritaskan kebutuhan dasar warga, jadi nggak khawatir lagi"
2026-06-19,Gue jujur sepintas ngga setuju dg analisa orang ini- ngga punya basis data yg faktual dan cenderung buat opini sayang bung Samad minta penjelasan ekonomi dari orang spt ini orang awam gampang kok melihat nya - buka aja kacamata nya - biar kita bisa melihat dari mata nya - apa yg dia katakan- bukan dari mulut nya.
2026-06-19,Betul pak fery
2026-06-19,"Kebijakan pemerintah sekarang didesain buat jangka panjang, dampaknya jadi awet"
2026-06-19,"Ini orang apa ini , gila kah banyak asumsi yg tdk waras"
2026-06-19,Gas beli dollar
2026-06-19,"Kebijakan pemerintah sekarang sukses bikin banyak keluarga terbantu, efeknya nyata di lapangan"
